
[Receiver] Closed-loop gateway listening on :9000
[Receiver] Ward controller target: 10.0.0.1:5006

[WARN] joblib unavailable; using heuristic predictor.
[PREDICT] source=heuristic state=Stable loss=1.89% delay=16.70ms jitter=2.61ms devices=4
[PREDICT] source=heuristic state=Stable loss=0.00% delay=17.42ms jitter=3.05ms devices=4
[PREDICT] source=heuristic state=Critical loss=50.00% delay=93.06ms jitter=23.30ms devices=4
[PREDICT] source=heuristic state=Critical loss=48.59% delay=97.77ms jitter=23.69ms devices=6
[PREDICT] source=heuristic state=Critical loss=56.22% delay=95.86ms jitter=25.87ms devices=4
[PREDICT] source=heuristic state=Critical loss=55.35% delay=94.30ms jitter=23.40ms devices=4
[PREDICT] source=heuristic state=Critical loss=57.21% delay=96.85ms jitter=24.84ms devices=4
[PREDICT] source=heuristic state=Critical loss=56.94% delay=99.67ms jitter=26.55ms devices=6
[PREDICT] source=heuristic state=Critical loss=57.64% delay=98.99ms jitter=26.66ms devices=4
[PREDICT] source=heuristic state=Critical loss=57.08% delay=92.38ms jitter=27.10ms devices=4
[PREDICT] source=heuristic state=Critical loss=52.35% delay=98.47ms jitter=21.59ms devices=4
[PREDICT] source=heuristic state=Critical loss=50.00% delay=97.53ms jitter=21.59ms devices=5
[PREDICT] source=heuristic state=Critical loss=51.45% delay=95.80ms jitter=21.19ms devices=4
[PREDICT] source=heuristic state=Critical loss=57.79% delay=96.82ms jitter=25.07ms devices=3
[PREDICT] source=heuristic state=Critical loss=54.19% delay=97.01ms jitter=24.18ms devices=3
[PREDICT] source=heuristic state=Critical loss=48.78% delay=96.54ms jitter=19.06ms devices=4
[PREDICT] source=heuristic state=Critical loss=59.55% delay=97.85ms jitter=30.87ms devices=3
[PREDICT] source=heuristic state=Critical loss=61.05% delay=96.67ms jitter=30.25ms devices=3
[PREDICT] source=heuristic state=Critical loss=52.70% delay=95.11ms jitter=21.55ms devices=3
[PREDICT] source=heuristic state=Critical loss=57.23% delay=91.77ms jitter=26.57ms devices=5
[PREDICT] source=heuristic state=Critical loss=53.47% delay=93.72ms jitter=24.09ms devices=3
[Receiver] Elapsed: 2m 30s | Rows:   600 | Status: Running
[PREDICT] source=heuristic state=Critical loss=53.95% delay=99.14ms jitter=23.22ms devices=3
[PREDICT] source=heuristic state=Critical loss=52.11% delay=97.63ms jitter=18.84ms devices=3
[PREDICT] source=heuristic state=Critical loss=55.03% delay=99.08ms jitter=24.82ms devices=5
[PREDICT] source=heuristic state=Critical loss=55.56% delay=91.94ms jitter=24.27ms devices=3
[PREDICT] source=heuristic state=Critical loss=53.91% delay=94.75ms jitter=21.51ms devices=3
[PREDICT] source=heuristic state=Critical loss=57.14% delay=89.39ms jitter=29.21ms devices=3
[PREDICT] source=heuristic state=Critical loss=53.54% delay=99.57ms jitter=20.81ms devices=4
[PREDICT] source=heuristic state=Critical loss=51.55% delay=94.90ms jitter=20.27ms devices=2
[PREDICT] source=heuristic state=Critical loss=57.41% delay=100.59ms jitter=27.16ms devices=2
[PREDICT] source=heuristic state=Critical loss=56.44% delay=103.12ms jitter=23.79ms devices=2
[PREDICT] source=heuristic state=Critical loss=48.45% delay=100.11ms jitter=20.85ms devices=4
[PREDICT] source=heuristic state=Critical loss=51.02% delay=94.07ms jitter=21.81ms devices=2
[PREDICT] source=heuristic state=Critical loss=45.24% delay=93.28ms jitter=20.10ms devices=4
[PREDICT] source=heuristic state=Stable loss=0.00% delay=0.00ms jitter=0.00ms devices=0
[PREDICT] source=heuristic state=Critical loss=50.00% delay=114.97ms jitter=6.55ms devices=1
[PREDICT] source=heuristic state=Critical loss=0.00% delay=116.06ms jitter=98.75ms devices=1
[PREDICT] source=heuristic state=Stable loss=0.00% delay=0.00ms jitter=0.00ms devices=0
[PREDICT] source=heuristic state=Stable loss=0.00% delay=0.00ms jitter=0.00ms devices=0
[PREDICT] source=heuristic state=Critical loss=55.45% delay=94.88ms jitter=27.16ms devices=4
[PREDICT] source=heuristic state=Critical loss=55.33% delay=95.96ms jitter=24.41ms devices=4
[PREDICT] source=heuristic state=Critical loss=53.27% delay=98.10ms jitter=24.49ms devices=6
[PREDICT] source=heuristic state=Critical loss=50.00% delay=93.35ms jitter=18.69ms devices=4
[PREDICT] source=heuristic state=Critical loss=55.15% delay=98.50ms jitter=24.94ms devices=4
[PREDICT] source=heuristic state=Critical loss=55.10% delay=98.75ms jitter=22.57ms devices=4
[PREDICT] source=heuristic state=Stable loss=0.00% delay=0.00ms jitter=0.00ms devices=0
[PREDICT] source=heuristic state=Critical loss=0.00% delay=69.90ms jitter=36.61ms devices=3
[PREDICT] source=heuristic state=Stable loss=0.00% delay=0.00ms jitter=0.00ms devices=0
[PREDICT] source=heuristic state=Stable loss=0.00% delay=0.00ms jitter=0.00ms devices=0
[PREDICT] source=heuristic state=Critical loss=51.55% delay=95.79ms jitter=25.33ms devices=4
[PREDICT] source=heuristic state=Critical loss=58.14% delay=95.97ms jitter=25.95ms devices=4
[PREDICT] source=heuristic state=Critical loss=50.83% delay=94.88ms jitter=22.18ms devices=5
[PREDICT] source=heuristic state=Critical loss=50.29% delay=99.25ms jitter=20.48ms devices=5
[PREDICT] source=heuristic state=Critical loss=53.33% delay=96.71ms jitter=23.64ms devices=4
[PREDICT] source=heuristic state=Critical loss=55.83% delay=93.48ms jitter=25.44ms devices=4
[PREDICT] source=heuristic state=Critical loss=61.67% delay=93.61ms jitter=37.36ms devices=2
[PREDICT] source=heuristic state=Critical loss=47.62% delay=99.95ms jitter=17.64ms devices=1
[PREDICT] source=heuristic state=Critical loss=44.74% delay=101.90ms jitter=18.57ms devices=1
[PREDICT] source=heuristic state=Critical loss=50.00% delay=100.81ms jitter=18.78ms devices=1
[PREDICT] source=heuristic state=Critical loss=50.00% delay=97.75ms jitter=22.50ms devices=3
[PREDICT] source=heuristic state=Critical loss=60.00% delay=94.59ms jitter=28.08ms devices=1
[PREDICT] source=heuristic state=Critical loss=57.63% delay=98.15ms jitter=28.72ms devices=1
[PREDICT] source=heuristic state=Critical loss=62.50% delay=95.38ms jitter=36.25ms devices=1
[PREDICT] source=heuristic state=Critical loss=43.75% delay=98.41ms jitter=19.96ms devices=3
[PREDICT] source=heuristic state=Critical loss=52.94% delay=95.72ms jitter=28.40ms devices=1
[PREDICT] source=heuristic state=Critical loss=52.38% delay=98.69ms jitter=22.67ms devices=1
[PREDICT] source=heuristic state=Critical loss=53.06% delay=94.58ms jitter=23.08ms devices=1
[PREDICT] source=heuristic state=Critical loss=51.02% delay=98.07ms jitter=21.87ms devices=3
[PREDICT] source=heuristic state=Critical loss=51.95% delay=96.72ms jitter=27.37ms devices=2
[PREDICT] source=heuristic state=Critical loss=56.73% delay=99.97ms jitter=23.88ms devices=2
[PREDICT] source=heuristic state=Critical loss=58.10% delay=97.69ms jitter=29.00ms devices=2
[PREDICT] source=heuristic state=Critical loss=57.41% delay=99.51ms jitter=25.36ms devices=4
[PREDICT] source=heuristic state=Critical loss=53.33% delay=97.17ms jitter=23.41ms devices=3
[PREDICT] source=heuristic state=Critical loss=51.75% delay=96.82ms jitter=22.18ms devices=3
[PREDICT] source=heuristic state=Critical loss=54.66% delay=94.19ms jitter=24.31ms devices=3
[PREDICT] source=heuristic state=Critical loss=50.72% delay=95.86ms jitter=21.37ms devices=5
[PREDICT] source=heuristic state=Critical loss=48.18% delay=96.04ms jitter=20.11ms devices=3
[PREDICT] source=heuristic state=Critical loss=56.16% delay=94.88ms jitter=23.02ms devices=3
[PREDICT] source=heuristic state=Critical loss=58.43% delay=95.38ms jitter=27.05ms devices=3
[PREDICT] source=heuristic state=Critical loss=58.14% delay=97.36ms jitter=27.66ms devices=5
[PREDICT] source=heuristic state=Critical loss=55.03% delay=99.06ms jitter=24.28ms devices=3
[Receiver] Elapsed: 2m 45s | Rows:   660 | Status: Running
[PREDICT] source=heuristic state=Critical loss=50.38% delay=94.05ms jitter=21.14ms devices=3
[PREDICT] source=heuristic state=Critical loss=38.89% delay=106.22ms jitter=18.27ms devices=3
[PREDICT] source=heuristic state=Critical loss=77.30% delay=326.45ms jitter=69.20ms devices=3
[PREDICT] source=heuristic state=Critical loss=83.54% delay=370.33ms jitter=111.19ms devices=5
[PREDICT] source=heuristic state=Critical loss=84.96% delay=364.02ms jitter=119.84ms devices=3
[PREDICT] source=heuristic state=Critical loss=85.71% delay=381.94ms jitter=118.03ms devices=3
[PREDICT] source=heuristic state=Critical loss=82.95% delay=389.43ms jitter=122.90ms devices=3
[PREDICT] source=heuristic state=Critical loss=83.15% delay=372.01ms jitter=100.71ms devices=5
[PREDICT] source=heuristic state=Critical loss=80.97% delay=358.35ms jitter=88.65ms devices=3
[PREDICT] source=heuristic state=Critical loss=81.82% delay=360.82ms jitter=102.98ms devices=3
[PREDICT] source=heuristic state=Critical loss=82.55% delay=362.80ms jitter=97.33ms devices=3
[PREDICT] source=heuristic state=Critical loss=82.05% delay=378.70ms jitter=96.89ms devices=3
[PREDICT] source=heuristic state=Critical loss=78.72% delay=413.79ms jitter=90.73ms devices=3
[PREDICT] source=heuristic state=Critical loss=82.05% delay=393.85ms jitter=96.47ms devices=1
[PREDICT] source=heuristic state=Critical loss=82.52% delay=361.59ms jitter=97.48ms devices=1
[PREDICT] source=heuristic state=Critical loss=83.67% delay=383.12ms jitter=96.63ms devices=2
[PREDICT] source=heuristic state=Critical loss=81.03% delay=397.64ms jitter=96.53ms devices=2
[PREDICT] source=heuristic state=Critical loss=83.93% delay=361.48ms jitter=89.92ms devices=1
[PREDICT] source=heuristic state=Critical loss=79.07% delay=361.91ms jitter=88.12ms devices=3
[PREDICT] source=heuristic state=Critical loss=80.78% delay=359.44ms jitter=86.74ms devices=3
[PREDICT] source=heuristic state=Critical loss=80.39% delay=378.19ms jitter=85.41ms devices=5
[PREDICT] source=heuristic state=Critical loss=84.91% delay=373.61ms jitter=111.82ms devices=3
[PREDICT] source=heuristic state=Critical loss=80.54% delay=374.75ms jitter=87.39ms devices=3
[PREDICT] source=heuristic state=Critical loss=80.49% delay=365.48ms jitter=96.92ms devices=4
[PREDICT] source=heuristic state=Critical loss=83.05% delay=362.60ms jitter=98.33ms devices=6
[PREDICT] source=heuristic state=Critical loss=81.98% delay=370.04ms jitter=97.67ms devices=4
[PREDICT] source=heuristic state=Critical loss=84.12% delay=358.75ms jitter=99.61ms devices=4
[PREDICT] source=heuristic state=Critical loss=81.76% delay=359.30ms jitter=93.98ms devices=6
[PREDICT] source=heuristic state=Critical loss=83.37% delay=376.09ms jitter=93.18ms devices=4
[PREDICT] source=heuristic state=Critical loss=83.19% delay=383.14ms jitter=103.40ms devices=4
[PREDICT] source=heuristic state=Critical loss=86.51% delay=388.29ms jitter=136.60ms devices=4
[PREDICT] source=heuristic state=Critical loss=82.86% delay=385.09ms jitter=98.65ms devices=5
[PREDICT] source=heuristic state=Critical loss=83.90% delay=360.45ms jitter=108.80ms devices=5
[PREDICT] source=heuristic state=Critical loss=82.94% delay=377.98ms jitter=97.86ms devices=4
[PREDICT] source=heuristic state=Critical loss=82.31% delay=379.61ms jitter=96.37ms devices=4
[PREDICT] source=heuristic state=Critical loss=84.19% delay=364.12ms jitter=96.48ms devices=4
[PREDICT] source=heuristic state=Critical loss=83.33% delay=360.69ms jitter=101.01ms devices=3
[PREDICT] source=heuristic state=Critical loss=85.07% delay=366.45ms jitter=116.37ms devices=3
[PREDICT] source=heuristic state=Critical loss=82.44% delay=352.40ms jitter=89.38ms devices=3
[PREDICT] source=heuristic state=Critical loss=83.55% delay=364.63ms jitter=107.99ms devices=5
[PREDICT] source=heuristic state=Critical loss=82.64% delay=393.66ms jitter=90.53ms devices=3
[PREDICT] source=heuristic state=Critical loss=82.46% delay=378.06ms jitter=96.29ms devices=3
[PREDICT] source=heuristic state=Critical loss=81.00% delay=375.94ms jitter=85.65ms devices=3
[PREDICT] source=heuristic state=Critical loss=83.59% delay=375.74ms jitter=101.65ms devices=4
[PREDICT] source=heuristic state=Critical loss=84.44% delay=378.74ms jitter=109.55ms devices=3
[PREDICT] source=heuristic state=Critical loss=83.48% delay=392.35ms jitter=93.45ms devices=3
[PREDICT] source=heuristic state=Critical loss=83.18% delay=363.09ms jitter=103.66ms devices=3
[PREDICT] source=heuristic state=Critical loss=82.76% delay=383.74ms jitter=106.52ms devices=4
[PREDICT] source=heuristic state=Critical loss=81.78% delay=365.33ms jitter=87.54ms devices=4
[PREDICT] source=heuristic state=Critical loss=83.54% delay=369.62ms jitter=98.49ms devices=2
[PREDICT] source=heuristic state=Critical loss=81.92% delay=380.61ms jitter=87.00ms devices=2
[PREDICT] source=heuristic state=Critical loss=72.62% delay=416.14ms jitter=61.26ms devices=2
[PREDICT] source=heuristic state=Critical loss=0.00% delay=449.81ms jitter=66.99ms devices=3
[PREDICT] source=heuristic state=Stable loss=0.00% delay=0.00ms jitter=0.00ms devices=0
[PREDICT] source=heuristic state=Stable loss=0.00% delay=0.00ms jitter=0.00ms devices=0
[PREDICT] source=heuristic state=Critical loss=0.00% delay=323.66ms jitter=21.43ms devices=1
[PREDICT] source=heuristic state=Critical loss=79.88% delay=316.68ms jitter=97.45ms devices=4
[PREDICT] source=heuristic state=Critical loss=83.37% delay=366.90ms jitter=105.42ms devices=5
[PREDICT] source=heuristic state=Critical loss=81.72% delay=375.35ms jitter=87.26ms devices=6
[PREDICT] source=heuristic state=Critical loss=82.17% delay=382.66ms jitter=96.11ms devices=4
[Receiver] Elapsed: 3m 0s | Rows:   720 | Status: Running
[PREDICT] source=heuristic state=Critical loss=84.11% delay=370.94ms jitter=102.02ms devices=4
[PREDICT] source=heuristic state=Critical loss=77.83% delay=401.37ms jitter=83.18ms devices=5
[PREDICT] source=heuristic state=Critical loss=78.49% delay=353.46ms jitter=67.48ms devices=2
[PREDICT] source=heuristic state=Critical loss=85.16% delay=354.24ms jitter=114.89ms devices=1
[PREDICT] source=heuristic state=Critical loss=82.46% delay=379.32ms jitter=112.22ms devices=2
[PREDICT] source=heuristic state=Critical loss=77.78% delay=390.12ms jitter=55.05ms devices=2
[PREDICT] source=heuristic state=Critical loss=81.18% delay=407.57ms jitter=88.93ms devices=1
[PREDICT] source=heuristic state=Critical loss=86.96% delay=393.65ms jitter=135.00ms devices=1
[PREDICT] source=heuristic state=Critical loss=85.62% delay=399.52ms jitter=124.40ms devices=1
[PREDICT] source=heuristic state=Critical loss=80.51% delay=361.31ms jitter=85.49ms devices=1
[PREDICT] source=heuristic state=Critical loss=81.61% delay=383.29ms jitter=117.11ms devices=2
[PREDICT] source=heuristic state=Critical loss=84.03% delay=361.06ms jitter=105.34ms devices=1
[PREDICT] source=heuristic state=Critical loss=81.67% delay=344.35ms jitter=101.19ms devices=2
[PREDICT] source=heuristic state=Critical loss=79.33% delay=358.11ms jitter=88.84ms devices=3
[PREDICT] source=heuristic state=Critical loss=81.74% delay=388.17ms jitter=91.60ms devices=4
[PREDICT] source=heuristic state=Critical loss=80.59% delay=380.97ms jitter=84.87ms devices=3
[PREDICT] source=heuristic state=Critical loss=84.50% delay=372.58ms jitter=115.94ms devices=4
[PREDICT] source=heuristic state=Critical loss=81.20% delay=368.77ms jitter=84.27ms devices=4
[PREDICT] source=heuristic state=Critical loss=83.01% delay=376.88ms jitter=98.56ms devices=5
[PREDICT] source=heuristic state=Critical loss=83.42% delay=382.73ms jitter=107.54ms devices=4
