
[Receiver] Closed-loop gateway listening on :9000
[Receiver] Ward controller target: 10.0.0.1:5006

[WARN] joblib unavailable; using heuristic predictor.
[PREDICT] source=heuristic state=Critical loss=54.01% delay=92.47ms jitter=23.80ms devices=4
[PREDICT] source=heuristic state=Critical loss=52.79% delay=91.96ms jitter=22.98ms devices=5
[PREDICT] source=heuristic state=Critical loss=49.71% delay=94.41ms jitter=20.54ms devices=5
[PREDICT] source=heuristic state=Critical loss=53.23% delay=95.66ms jitter=23.17ms devices=4
[PREDICT] source=heuristic state=Critical loss=55.34% delay=95.61ms jitter=24.82ms devices=4
[PREDICT] source=heuristic state=Critical loss=53.93% delay=95.34ms jitter=22.31ms devices=5
[PREDICT] source=heuristic state=Critical loss=53.30% delay=93.69ms jitter=20.88ms devices=5
[PREDICT] source=heuristic state=Critical loss=52.75% delay=93.45ms jitter=21.28ms devices=5
[PREDICT] source=heuristic state=Critical loss=50.55% delay=92.56ms jitter=22.24ms devices=4
[PREDICT] source=heuristic state=Critical loss=54.85% delay=88.06ms jitter=25.80ms devices=6
[PREDICT] source=heuristic state=Critical loss=54.21% delay=96.08ms jitter=23.75ms devices=4
[PREDICT] source=heuristic state=Critical loss=51.40% delay=92.73ms jitter=22.19ms devices=5
[PREDICT] source=heuristic state=Critical loss=55.87% delay=92.92ms jitter=25.19ms devices=4
[PREDICT] source=heuristic state=Critical loss=53.12% delay=94.81ms jitter=23.36ms devices=5
[PREDICT] source=heuristic state=Critical loss=53.19% delay=95.70ms jitter=23.60ms devices=5
[PREDICT] source=heuristic state=Critical loss=50.00% delay=90.68ms jitter=19.32ms devices=5
[PREDICT] source=heuristic state=Critical loss=55.90% delay=92.68ms jitter=23.60ms devices=4
[PREDICT] source=heuristic state=Critical loss=50.84% delay=91.38ms jitter=23.15ms devices=5
[PREDICT] source=heuristic state=Critical loss=51.34% delay=92.81ms jitter=23.26ms devices=5
[PREDICT] source=heuristic state=Critical loss=53.19% delay=90.11ms jitter=22.55ms devices=5
[Receiver] Elapsed: 2m 30s | Rows:   600 | Status: Running
[PREDICT] source=heuristic state=Critical loss=51.87% delay=95.22ms jitter=22.17ms devices=4
[PREDICT] source=heuristic state=Critical loss=54.82% delay=93.89ms jitter=24.59ms devices=6
[PREDICT] source=heuristic state=Critical loss=53.09% delay=91.06ms jitter=22.02ms devices=4
[PREDICT] source=heuristic state=Critical loss=56.44% delay=89.45ms jitter=25.90ms devices=5
[PREDICT] source=heuristic state=Critical loss=57.75% delay=93.11ms jitter=25.55ms devices=4
[PREDICT] source=heuristic state=Critical loss=46.89% delay=89.84ms jitter=18.54ms devices=6
[PREDICT] source=heuristic state=Critical loss=51.87% delay=93.89ms jitter=21.40ms devices=4
[PREDICT] source=heuristic state=Critical loss=53.33% delay=93.11ms jitter=22.23ms devices=5
[PREDICT] source=heuristic state=Critical loss=54.59% delay=89.69ms jitter=26.68ms devices=5
[PREDICT] source=heuristic state=Critical loss=54.82% delay=92.03ms jitter=24.74ms devices=5
[PREDICT] source=heuristic state=Critical loss=56.16% delay=91.23ms jitter=28.00ms devices=4
[PREDICT] source=heuristic state=Critical loss=51.05% delay=94.92ms jitter=21.53ms devices=5
[PREDICT] source=heuristic state=Critical loss=55.61% delay=91.54ms jitter=25.32ms devices=4
[PREDICT] source=heuristic state=Critical loss=54.12% delay=91.81ms jitter=24.91ms devices=4
[PREDICT] source=heuristic state=Critical loss=52.55% delay=95.49ms jitter=21.51ms devices=6
[PREDICT] source=heuristic state=Critical loss=53.61% delay=93.70ms jitter=23.55ms devices=5
[PREDICT] source=heuristic state=Critical loss=54.05% delay=94.62ms jitter=24.32ms devices=4
[PREDICT] source=heuristic state=Critical loss=52.24% delay=94.84ms jitter=23.67ms devices=4
[PREDICT] source=heuristic state=Critical loss=55.15% delay=90.69ms jitter=24.53ms devices=5
[PREDICT] source=heuristic state=Critical loss=54.95% delay=95.16ms jitter=25.31ms devices=5
[PREDICT] source=heuristic state=Critical loss=49.12% delay=90.17ms jitter=20.29ms devices=4
[PREDICT] source=heuristic state=Critical loss=51.43% delay=92.77ms jitter=22.35ms devices=4
[PREDICT] source=heuristic state=Critical loss=53.30% delay=92.60ms jitter=24.00ms devices=6
[PREDICT] source=heuristic state=Critical loss=52.15% delay=91.06ms jitter=22.84ms devices=5
[PREDICT] source=heuristic state=Critical loss=51.83% delay=94.54ms jitter=22.45ms devices=4
[PREDICT] source=heuristic state=Critical loss=57.28% delay=92.38ms jitter=25.55ms devices=4
[PREDICT] source=heuristic state=Critical loss=52.79% delay=91.00ms jitter=22.26ms devices=6
[PREDICT] source=heuristic state=Critical loss=55.56% delay=94.25ms jitter=25.30ms devices=5
[PREDICT] source=heuristic state=Critical loss=51.93% delay=90.23ms jitter=22.10ms devices=4
[PREDICT] source=heuristic state=Critical loss=52.79% delay=93.25ms jitter=25.33ms devices=4
[PREDICT] source=heuristic state=Critical loss=55.10% delay=91.35ms jitter=24.16ms devices=6
[PREDICT] source=heuristic state=Critical loss=54.50% delay=94.28ms jitter=24.98ms devices=5
[PREDICT] source=heuristic state=Critical loss=51.53% delay=92.13ms jitter=21.61ms devices=4
[PREDICT] source=heuristic state=Critical loss=56.91% delay=93.88ms jitter=24.63ms devices=5
[PREDICT] source=heuristic state=Critical loss=52.04% delay=91.99ms jitter=23.45ms devices=5
[PREDICT] source=heuristic state=Critical loss=52.13% delay=91.10ms jitter=23.30ms devices=5
[PREDICT] source=heuristic state=Critical loss=51.83% delay=92.81ms jitter=21.43ms devices=4
[PREDICT] source=heuristic state=Critical loss=52.75% delay=92.32ms jitter=22.02ms devices=4
[PREDICT] source=heuristic state=Critical loss=55.61% delay=90.12ms jitter=25.09ms devices=5
[PREDICT] source=heuristic state=Critical loss=49.41% delay=92.58ms jitter=20.38ms devices=5
[PREDICT] source=heuristic state=Critical loss=51.83% delay=93.90ms jitter=21.04ms devices=4
[PREDICT] source=heuristic state=Critical loss=50.79% delay=93.81ms jitter=20.82ms devices=4
[PREDICT] source=heuristic state=Critical loss=53.68% delay=92.49ms jitter=22.30ms devices=6
[PREDICT] source=heuristic state=Critical loss=48.28% delay=93.17ms jitter=19.71ms devices=5
[PREDICT] source=heuristic state=Critical loss=51.89% delay=93.15ms jitter=19.84ms devices=4
[PREDICT] source=heuristic state=Critical loss=52.43% delay=93.43ms jitter=23.24ms devices=4
[PREDICT] source=heuristic state=Critical loss=50.57% delay=93.61ms jitter=21.89ms devices=6
[PREDICT] source=heuristic state=Critical loss=56.31% delay=91.47ms jitter=26.12ms devices=5
[PREDICT] source=heuristic state=Critical loss=51.93% delay=92.25ms jitter=22.14ms devices=4
[PREDICT] source=heuristic state=Critical loss=53.89% delay=88.50ms jitter=22.05ms devices=4
[PREDICT] source=heuristic state=Critical loss=51.63% delay=93.46ms jitter=20.89ms devices=6
[PREDICT] source=heuristic state=Critical loss=52.69% delay=94.96ms jitter=23.79ms devices=5
[PREDICT] source=heuristic state=Critical loss=52.94% delay=91.96ms jitter=23.91ms devices=4
[PREDICT] source=heuristic state=Critical loss=52.94% delay=92.25ms jitter=23.39ms devices=4
[PREDICT] source=heuristic state=Critical loss=48.91% delay=90.69ms jitter=22.04ms devices=6
[PREDICT] source=heuristic state=Critical loss=51.63% delay=90.01ms jitter=22.44ms devices=5
[PREDICT] source=heuristic state=Critical loss=55.45% delay=90.98ms jitter=24.31ms devices=4
[PREDICT] source=heuristic state=Critical loss=53.12% delay=96.08ms jitter=21.74ms devices=4
[PREDICT] source=heuristic state=Critical loss=72.65% delay=231.98ms jitter=55.44ms devices=4
[PREDICT] source=heuristic state=Critical loss=80.41% delay=291.32ms jitter=93.59ms devices=6
[Receiver] Elapsed: 2m 45s | Rows:   660 | Status: Running
[PREDICT] source=heuristic state=Critical loss=79.11% delay=290.62ms jitter=83.27ms devices=5
[PREDICT] source=heuristic state=Critical loss=79.25% delay=301.32ms jitter=80.11ms devices=4
[PREDICT] source=heuristic state=Critical loss=81.18% delay=289.00ms jitter=86.35ms devices=4
[PREDICT] source=heuristic state=Critical loss=80.72% delay=286.16ms jitter=86.62ms devices=5
[PREDICT] source=heuristic state=Critical loss=76.29% delay=294.66ms jitter=67.76ms devices=5
[PREDICT] source=heuristic state=Critical loss=81.54% delay=290.59ms jitter=91.20ms devices=4
[PREDICT] source=heuristic state=Critical loss=80.96% delay=287.30ms jitter=82.25ms devices=4
[PREDICT] source=heuristic state=Critical loss=77.42% delay=291.55ms jitter=72.73ms devices=5
[PREDICT] source=heuristic state=Critical loss=79.43% delay=286.40ms jitter=82.25ms devices=4
[PREDICT] source=heuristic state=Critical loss=80.57% delay=292.97ms jitter=84.48ms devices=5
[PREDICT] source=heuristic state=Critical loss=81.11% delay=306.48ms jitter=92.01ms devices=4
[PREDICT] source=heuristic state=Critical loss=79.68% delay=293.52ms jitter=78.10ms devices=6
[PREDICT] source=heuristic state=Critical loss=76.03% delay=294.77ms jitter=68.61ms devices=5
[PREDICT] source=heuristic state=Critical loss=79.29% delay=297.36ms jitter=78.59ms devices=4
[PREDICT] source=heuristic state=Critical loss=79.91% delay=296.75ms jitter=78.87ms devices=4
[PREDICT] source=heuristic state=Critical loss=81.76% delay=289.55ms jitter=91.05ms devices=6
[PREDICT] source=heuristic state=Critical loss=78.61% delay=299.18ms jitter=71.09ms devices=5
[PREDICT] source=heuristic state=Critical loss=81.25% delay=286.76ms jitter=91.74ms devices=4
[PREDICT] source=heuristic state=Critical loss=79.71% delay=290.60ms jitter=80.29ms devices=4
[PREDICT] source=heuristic state=Critical loss=81.33% delay=303.26ms jitter=87.27ms devices=5
[PREDICT] source=heuristic state=Critical loss=81.21% delay=305.27ms jitter=90.32ms devices=4
[PREDICT] source=heuristic state=Critical loss=81.53% delay=287.88ms jitter=88.60ms devices=5
[PREDICT] source=heuristic state=Critical loss=78.11% delay=281.59ms jitter=70.08ms devices=5
[PREDICT] source=heuristic state=Critical loss=80.05% delay=282.38ms jitter=82.02ms devices=5
[PREDICT] source=heuristic state=Critical loss=82.93% delay=294.69ms jitter=96.27ms devices=4
[PREDICT] source=heuristic state=Critical loss=80.59% delay=285.20ms jitter=81.33ms devices=5
[PREDICT] source=heuristic state=Critical loss=78.47% delay=307.55ms jitter=75.63ms devices=5
[PREDICT] source=heuristic state=Critical loss=79.77% delay=293.12ms jitter=77.98ms devices=5
[PREDICT] source=heuristic state=Critical loss=81.45% delay=296.24ms jitter=86.55ms devices=5
[PREDICT] source=heuristic state=Critical loss=81.95% delay=299.67ms jitter=94.63ms devices=4
[PREDICT] source=heuristic state=Critical loss=80.65% delay=298.06ms jitter=78.07ms devices=4
[PREDICT] source=heuristic state=Critical loss=81.29% delay=293.02ms jitter=84.21ms devices=6
[PREDICT] source=heuristic state=Critical loss=77.37% delay=295.97ms jitter=73.77ms devices=5
[PREDICT] source=heuristic state=Critical loss=80.67% delay=297.40ms jitter=84.22ms devices=4
[PREDICT] source=heuristic state=Critical loss=82.50% delay=300.45ms jitter=91.36ms devices=4
[PREDICT] source=heuristic state=Critical loss=81.76% delay=292.10ms jitter=87.96ms devices=4
[PREDICT] source=heuristic state=Critical loss=81.93% delay=294.97ms jitter=97.64ms devices=5
[PREDICT] source=heuristic state=Critical loss=80.14% delay=300.35ms jitter=83.13ms devices=4
[PREDICT] source=heuristic state=Critical loss=81.16% delay=292.05ms jitter=86.24ms devices=4
[PREDICT] source=heuristic state=Critical loss=78.89% delay=301.67ms jitter=77.38ms devices=5
[PREDICT] source=heuristic state=Critical loss=80.89% delay=288.05ms jitter=86.98ms devices=4
[PREDICT] source=heuristic state=Critical loss=78.81% delay=288.02ms jitter=77.35ms devices=4
[PREDICT] source=heuristic state=Critical loss=81.03% delay=297.03ms jitter=90.10ms devices=5
[PREDICT] source=heuristic state=Critical loss=78.35% delay=295.35ms jitter=71.36ms devices=4
[PREDICT] source=heuristic state=Critical loss=81.30% delay=289.34ms jitter=88.05ms devices=5
[PREDICT] source=heuristic state=Critical loss=79.89% delay=298.72ms jitter=81.87ms devices=4
[PREDICT] source=heuristic state=Critical loss=77.66% delay=286.69ms jitter=73.75ms devices=4
[PREDICT] source=heuristic state=Critical loss=79.13% delay=304.37ms jitter=80.59ms devices=6
[PREDICT] source=heuristic state=Critical loss=80.05% delay=304.68ms jitter=79.23ms devices=5
[PREDICT] source=heuristic state=Critical loss=80.38% delay=296.05ms jitter=76.46ms devices=4
[PREDICT] source=heuristic state=Critical loss=81.48% delay=295.48ms jitter=87.87ms devices=5
[PREDICT] source=heuristic state=Critical loss=81.97% delay=296.45ms jitter=94.00ms devices=5
[PREDICT] source=heuristic state=Critical loss=76.90% delay=286.97ms jitter=69.27ms devices=5
[PREDICT] source=heuristic state=Critical loss=79.74% delay=285.09ms jitter=77.50ms devices=4
[PREDICT] source=heuristic state=Critical loss=78.74% delay=287.00ms jitter=75.17ms devices=5
[PREDICT] source=heuristic state=Critical loss=79.29% delay=298.59ms jitter=76.53ms devices=4
[PREDICT] source=heuristic state=Critical loss=81.86% delay=287.10ms jitter=94.23ms devices=5
[PREDICT] source=heuristic state=Critical loss=77.71% delay=296.60ms jitter=71.76ms devices=4
[PREDICT] source=heuristic state=Critical loss=80.43% delay=292.18ms jitter=81.06ms devices=4
[PREDICT] source=heuristic state=Critical loss=84.60% delay=285.21ms jitter=103.49ms devices=5
[Receiver] Elapsed: 3m 0s | Rows:   720 | Status: Running
[PREDICT] source=heuristic state=Critical loss=81.43% delay=299.11ms jitter=90.99ms devices=4
[PREDICT] source=heuristic state=Critical loss=79.23% delay=303.30ms jitter=78.26ms devices=4
[PREDICT] source=heuristic state=Critical loss=81.99% delay=297.29ms jitter=93.17ms devices=4
[PREDICT] source=heuristic state=Critical loss=80.94% delay=296.54ms jitter=82.84ms devices=5
[PREDICT] source=heuristic state=Critical loss=80.10% delay=295.84ms jitter=79.30ms devices=4
[PREDICT] source=heuristic state=Critical loss=79.62% delay=300.97ms jitter=79.83ms devices=5
[PREDICT] source=heuristic state=Critical loss=82.24% delay=300.96ms jitter=91.22ms devices=5
[PREDICT] source=heuristic state=Critical loss=79.57% delay=289.90ms jitter=80.32ms devices=4
[PREDICT] source=heuristic state=Critical loss=81.12% delay=305.97ms jitter=90.15ms devices=4
[PREDICT] source=heuristic state=Critical loss=79.34% delay=292.06ms jitter=80.71ms devices=6
[PREDICT] source=heuristic state=Critical loss=80.19% delay=281.35ms jitter=83.90ms devices=4
[PREDICT] source=heuristic state=Critical loss=80.06% delay=290.77ms jitter=87.04ms devices=6
[PREDICT] source=heuristic state=Critical loss=82.43% delay=299.26ms jitter=90.72ms devices=4
[PREDICT] source=heuristic state=Critical loss=79.06% delay=299.73ms jitter=79.38ms devices=5
[PREDICT] source=heuristic state=Critical loss=79.01% delay=285.36ms jitter=72.81ms devices=4
